upid,name,manager,contract,mlb_id,player_type,rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev,atBats,doubles,triples,obp,ops,slg,rbi,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position
6973,Yophery Rodriguez,not much of a donkey,Farm Contract,806983,batter,19,bos,20,,806983,Yophery Rodriguez,,,,86,47,,53,84,5,,,,,,,,,,ALL (2),390.0,18.0,7.0,0.316,0.657,0.341,48.0,10.0,6.0,178.0,133.0,0.221,CF
7098,Jaden Hamm,not much of a donkey,Farm Contract,811290,pitcher,10,det,23,116.0,811290,Jaden Hamm,22.0,1.35,88.0,82,47,46.0,37,80,11,264.0,384.0,,4.7,0.0,0.0,0.0,2.0,5.0,ALL (2),,,,,,,,,,,,,
7657,Braden Montgomery,Hammers,Purchased Contract,695731,batter,1,cws,22,,695731,Braden Montgomery,,,,121,64,,57,130,12,,,,,,,,,,ALL (3),448.0,34.0,4.0,0.36,0.804,0.444,68.0,14.0,7.0,192.0,199.0,0.27,OF
3661,Josue De Paula,Rick Vaughn,Purchased Contract,800543,batter,1,la,20,,800543,Josue De Paula,,,,90,65,,82,91,12,,,,,,,,,,ALL (2),360.0,16.0,1.0,0.391,0.791,0.4,44.0,32.0,8.0,171.0,144.0,0.25,CF
3779,Bubba Chandler,Rick Vaughn,Purchased Contract,696149,pitcher,2,pit,23,134.0,696149,Bubba Chandler,31.0,1.35,131.1,120,60,59.0,57,152,10,394.0,566.0,,4.04,1.0,0.0,0.0,9.0,7.0,ALL (2),,,,,,,,,,,,,
3891,Cam Collier,Rick Vaughn,Purchased Contract,702253,batter,6,cin,21,,702253,Cam Collier,,,,93,48,,59,104,4,,,,,,,,,,ALL (3),333.0,21.0,1.0,0.391,0.775,0.384,48.0,1.0,1.0,136.0,128.0,0.279,3B
3913,Parker Messick,Rick Vaughn,Purchased Contract,800048,pitcher,11,cle,25,114.0,800048,Parker Messick,27.0,1.24,138.1,124,51,50.0,48,157,13,415.0,574.0,,3.25,0.0,0.0,0.0,8.0,7.0,ALL (2),,,,,,,,,,,,,
3920,Owen Murphy,Rick Vaughn,Farm Contract,702566,pitcher,8,atl,22,144.0,702566,Owen Murphy,7.0,0.69,30.1,15,6,4.0,6,34,1,91.0,110.0,,1.19,0.0,0.0,0.0,3.0,0.0,ALL (2),,,,,,,,,,,,,
3934,Noah Schultz,Rick Vaughn,Purchased Contract,702273,pitcher,2,cws,22,145.0,702273,Noah Schultz,17.0,1.67,73.0,77,40,38.0,45,76,6,219.0,327.0,,4.68,0.0,0.0,0.0,4.0,5.0,ALL (2),,,,,,,,,,,,,
3940,Robby Snelling,Rick Vaughn,Purchased Contract,702281,pitcher,3,mia,22,146.0,702281,Robby Snelling,25.0,1.11,136.0,112,43,38.0,39,166,10,408.0,547.0,,2.51,0.0,0.0,0.0,9.0,7.0,ALL (2),,,,,,,,,,,,,
4609,Yoniel Curet,Rick Vaughn,Farm Contract,692414,pitcher,24,phi,23,143.0,692414,Yoniel Curet,16.0,1.43,55.1,48,27,24.0,31,62,2,166.0,243.0,,3.9,0.0,0.0,0.0,3.0,3.0,ALL (3),,,,,,,,,,,,,
6141,Sebastian Walcott,Rick Vaughn,Purchased Contract,806964,batter,1,tex,19,,806964,Sebastian Walcott,,,,121,71,,70,108,13,,,,,,,,,,AA,474.0,19.0,2.0,0.355,0.741,0.386,59.0,32.0,10.0,209.0,183.0,0.255,SS
6543,Alex Freeland,Rick Vaughn,Purchased Contract,690976,batter,4,la,24,,690976,Alex Freeland,,,,125,87,,94,146,18,,,,,,,,,,ALL (2),499.0,32.0,1.0,0.369,0.796,0.427,88.0,19.0,6.0,227.0,213.0,0.251,SS
6583,Cooper Pratt,Rick Vaughn,Farm Contract,806198,batter,3,mil,21,,806198,Cooper Pratt,,,,104,71,,67,80,8,,,,,,,,,,AA,437.0,22.0,1.0,0.343,0.691,0.348,62.0,31.0,5.0,195.0,152.0,0.238,SS
6785,Drue Hackenberg,Rick Vaughn,Farm Contract,802357,pitcher,10,atl,23,144.0,802357,Drue Hackenberg,21.0,1.82,74.0,81,65,56.0,54,67,9,222.0,358.0,,6.81,0.0,0.0,0.0,2.0,9.0,ALL (2),,,,,,,,,,,,,
6834,Robert Calaz,Rick Vaughn,Development Cont.,806978,batter,4,col,20,,806978,Robert Calaz,,,,96,50,,37,110,10,,,,,,,,,,A,371.0,16.0,3.0,0.338,0.737,0.399,55.0,7.0,3.0,182.0,148.0,0.259,OF
6888,Aidan Smith,Rick Vaughn,Farm Contract,806223,batter,10,tb,21,,806223,Aidan Smith,,,,94,77,,53,143,14,,,,,,,,,,A+,397.0,14.0,2.0,0.331,0.719,0.388,59.0,41.0,6.0,174.0,154.0,0.237,OF
7213,Emil Morales,Rick Vaughn,Development Cont.,815896,batter,7,la,19,,815896,Emil Morales,,,,112,76,,48,109,14,,,,,,,,,,ALL (2),357.0,24.0,3.0,0.396,0.911,0.515,70.0,11.0,3.0,152.0,184.0,0.314,SS
7591,Carson Benge,Rick Vaughn,Purchased Contract,701807,batter,2,nym,22,,701807,Carson Benge,,,,124,87,,68,92,15,,,,,,,,,,ALL (3),441.0,25.0,7.0,0.385,0.857,0.472,73.0,22.0,4.0,173.0,208.0,0.281,OF
7626,Demetrio Crisantes,Rick Vaughn,Farm Contract,702679,batter,4,ari,21,,702679,Demetrio Crisantes,,,,31,18,,21,19,4,,,,,,,,,,A+,123.0,8.0,0.0,0.358,0.773,0.415,29.0,6.0,1.0,79.0,51.0,0.252,SS
7658,Payton Tolle,Rick Vaughn,Purchased Contract,801139,pitcher,2,bos,23,111.0,801139,Payton Tolle,27.0,1.08,108.0,86,47,42.0,31,152,15,324.0,438.0,,3.5,1.0,0.0,0.0,3.0,6.0,ALL (4),,,,,,,,,,,,,
7692,Dasan Hill,Rick Vaughn,Purchased Contract,815598,pitcher,7,min,20,142.0,815598,Dasan Hill,19.0,1.35,62.0,44,26,22.0,40,83,2,186.0,267.0,,3.19,0.0,0.0,0.0,0.0,4.0,ALL (2),,,,,,,,,,,,,
7722,Quinn Matthews,Rick Vaughn,Purchased Contract,687273,pitcher,5,stl,25,138.0,687273,Quinn Mathews,24.0,1.55,99.0,79,44,41.0,74,115,6,297.0,440.0,,3.73,0.0,0.0,0.0,4.0,7.0,ALL (3),,,,,,,,,,,,,
3467,Orelvis Martinez,The Bluke Blokes,Farm Contract,682619,batter,20,was,24,,682619,Orelvis Martinez,,,,59,38,,47,112,13,,,,,,,,,,AAA,336.0,17.0,1.0,0.288,0.636,0.348,32.0,2.0,0.0,203.0,117.0,0.176,2B
3540,Deyvison De Los Santos,The Bluke Blokes,Purchased Contract,691277,batter,22,mia,22,,691277,Deyvison De Los Santos,,,,99,57,,39,103,12,,,,,,,,,,ALL (3),412.0,11.0,1.0,0.313,0.672,0.359,54.0,16.0,6.0,175.0,148.0,0.24,3B
3924,Jackson Ferris,The Bluke Blokes,Farm Contract,701328,pitcher,6,la,21,119.0,701328,Jackson Ferris,26.0,1.46,126.0,118,59,54.0,66,135,9,378.0,557.0,,3.86,0.0,0.0,0.0,10.0,7.0,AA,,,,,,,,,,,,,
3984,Xavier Isaac,The Bluke Blokes,Development Cont.,800060,batter,9,tb,22,,800060,Xavier Isaac,,,,28,21,,34,52,9,,,,,,,,,,AA,139.0,5.0,1.0,0.366,0.812,0.446,22.0,1.0,2.0,59.0,62.0,0.201,1B
6137,Joendry Vargas,The Bluke Blokes,Farm Contract,806959,batter,12,la,20,,806959,Joendry Vargas,,,,30,17,,11,45,5,,,,,,,,,,ALL (2),133.0,3.0,1.0,0.284,0.66,0.376,24.0,17.0,2.0,85.0,50.0,0.226,SS
6577,Rhett Lowder,The Bluke Blokes,Purchased Contract,695076,pitcher,5,cin,23,113.0,695076,Rhett Lowder,5.0,1.93,9.1,15,12,11.0,3,13,2,28.0,49.0,,10.61,0.0,0.0,0.0,0.0,3.0,ALL (3),,,,,,,,,,,,,
6604,George Lombard Jr.,The Bluke Blokes,Farm Contract,806146,batter,1,nyy,20,,806146,George Lombard Jr.,,,,111,90,,87,146,9,,,,,,,,,,ALL (2),473.0,32.0,5.0,0.367,0.748,0.381,49.0,35.0,8.0,172.0,180.0,0.235,SS
6702,Eric Bitonti,The Bluke Blokes,Purchased Contract,800724,batter,19,mil,20,,800724,Eric Bitonti,,,,102,58,,66,169,19,,,,,,,,,,A,428.0,21.0,0.0,0.341,0.762,0.421,77.0,17.0,10.0,245.0,180.0,0.238,SS
6818,Jackson Baumeister,The Bluke Blokes,Farm Contract,691765,pitcher,27,tb,23,139.0,691765,Jackson Baumeister,15.0,1.25,62.1,53,37,32.0,25,51,6,187.0,261.0,,4.62,0.0,0.0,0.0,2.0,4.0,AA,,,,,,,,,,,,,
6853,Connelly Early,The Bluke Blokes,Purchased Contract,813349,pitcher,4,bos,23,111.0,813349,Connelly Early,25.0,1.1,119.2,88,44,34.0,44,161,5,359.0,493.0,,2.56,0.0,0.0,1.0,11.0,5.0,ALL (3),,,,,,,,,,,,,
7625,JD Dix,The Bluke Blokes,Farm Contract,807267,batter,7,ari,20,,807267,JD Dix,,,,101,65,,58,85,2,,,,,,,,,,ALL (2),340.0,19.0,6.0,0.404,0.81,0.406,34.0,28.0,8.0,128.0,138.0,0.297,SS
3484,Andrew Painter,Weekend Warriors,Purchased Contract,691725,pitcher,1,phi,22,143.0,691725,Andrew Painter,26.0,1.49,118.0,129,72,69.0,47,123,20,354.0,520.0,,5.26,0.0,0.0,0.0,5.0,8.0,ALL (2),,,,,,,,,,,,,
6677,Andrew Walters,Weekend Warriors,Purchased Contract,689958,pitcher,21,cle,25,114.0,689958,Andrew Walters,14.0,1.2,13.1,7,5,4.0,9,25,1,40.0,56.0,,2.7,0.0,2.0,0.0,0.0,0.0,ALL (2),,,,,,,,,,,,,
7726,Bo Davidson,Weekend Warriors,Farm Contract,815589,batter,5,sf,23,,815589,Bo Davidson,,,,126,76,,68,119,18,,,,,,,,,,ALL (2),449.0,16.0,7.0,0.376,0.844,0.468,70.0,19.0,6.0,172.0,210.0,0.281,OF
7630,Charlie Condon,Weekend Warriors,Development Cont.,809707,batter,2,col,22,,809707,Charlie Condon,,,,98,59,,52,112,14,,,,,,,,,,ALL (3),365.0,16.0,3.0,0.376,0.82,0.444,58.0,2.0,2.0,168.0,162.0,0.268,OF
3720,Ethan Salas,Weekend Warriors,Purchased Contract,806956,batter,1,sd,19,,806956,Ethan Salas,,,,6,5,,6,5,0,,,,,,,,,,AA,32.0,1.0,0.0,0.325,0.544,0.219,5.0,2.0,0.0,12.0,7.0,0.188,C
7130,Franklin Arias,Weekend Warriors,Farm Contract,808265,batter,1,bos,20,,808265,Franklin Arias,,,,133,62,,38,53,8,,,,,,,,,,ALL (3),479.0,27.0,1.0,0.335,0.723,0.388,66.0,12.0,9.0,169.0,186.0,0.278,SS
3944,Jacob Melton,Weekend Warriors,Purchased Contract,689200,batter,4,tb,25,,689200,Jacob Melton,,,,47,33,,28,59,6,,,,,,,,,,ALL (2),196.0,16.0,1.0,0.336,0.759,0.423,24.0,19.0,5.0,84.0,83.0,0.24,LF
7607,Jesus Made,Weekend Warriors,Farm Contract,815908,batter,1,mil,18,,815908,Jesús Made,,,,129,81,,67,108,6,,,,,,,,,,ALL (3),453.0,28.0,6.0,0.379,0.792,0.413,61.0,47.0,13.0,193.0,187.0,0.285,SS
6910,Jonah Tong,Weekend Warriors,Farm Contract,804636,pitcher,4,nym,22,121.0,804636,Jonah Tong,27.0,1.04,132.1,82,40,34.0,56,201,5,397.0,529.0,,2.31,0.0,0.0,0.0,12.0,8.0,ALL (3),,,,,,,,,,,,,
4151,Juan Brito,Weekend Warriors,Farm Contract,682877,batter,14,cle,24,,682877,Juan Brito,,,,25,17,,16,29,4,,,,,,,,,,ALL (2),103.0,6.0,1.0,0.355,0.792,0.437,17.0,4.0,3.0,34.0,45.0,0.243,SS
7608,Luis Pena,Weekend Warriors,Purchased Contract,821270,batter,2,mil,19,,821270,Luis Peña,,,,101,69,,34,68,9,,,,,,,,,,ALL (2),374.0,18.0,6.0,0.335,0.757,0.422,64.0,44.0,7.0,169.0,158.0,0.27,SS
3903,Chase DeLauter,Weekend Warriors,Purchased Contract,800050,batter,2,cle,24,,800050,Chase DeLauter,,,,39,28,,28,28,7,,,,,,,,,,ALL (2),148.0,8.0,1.0,0.379,0.852,0.473,24.0,1.0,0.0,63.0,70.0,0.264,RF
7579,Moisés Chace,Weekend Warriors,Purchased Contract,691330,pitcher,8,phi,22,143.0,691330,Moisés Chace,6.0,1.62,16.2,15,6,6.0,12,19,3,50.0,75.0,,3.24,0.0,0.0,0.0,0.0,0.0,AA,,,,,,,,,,,,,
7624,Ryan Waldschmidt,Weekend Warriors,Purchased Contract,814439,batter,1,ari,23,,814439,Ryan Waldschmidt,,,,140,114,,96,106,18,,,,,,,,,,ALL (2),484.0,27.0,4.0,0.419,0.892,0.473,78.0,29.0,10.0,235.0,229.0,0.289,OF
7704,Tommy White,Weekend Warriors,Purchased Contract,695720,batter,7,oak,22,,695720,Tommy White,,,,99,49,,29,54,12,,,,,,,,,,ALL (2),360.0,23.0,0.0,0.334,0.773,0.439,51.0,3.0,1.0,184.0,158.0,0.275,3B
6597,Travis Sykora,Weekend Warriors,Purchased Contract,805809,pitcher,3,was,21,120.0,805809,Travis Sykora,12.0,0.77,45.1,18,9,9.0,17,79,0,136.0,169.0,,1.79,0.0,0.0,0.0,3.0,1.0,ALL (4),,,,,,,,,,,,,
7670,Trey Yesavage,Weekend Warriors,Development Cont.,702056,pitcher,1,tor,22,141.0,702056,Trey Yesavage,28.0,1.03,112.0,67,44,39.0,48,176,8,336.0,451.0,,3.13,0.0,0.0,0.0,6.0,1.0,ALL (5),,,,,,,,,,,,,
6704,Yoeilin Cespedes,Weekend Warriors,Farm Contract,806985,batter,14,bos,20,,806985,Yoeilin Cespedes,,,,97,56,,41,101,10,,,,,,,,,,A,428.0,24.0,5.0,0.292,0.668,0.376,54.0,11.0,6.0,187.0,161.0,0.227,SS
7705,Gage Jump,Weekend Warriors,Purchased Contract,695611,pitcher,3,oak,22,133.0,695611,Gage Jump,26.0,1.1,112.2,90,50,41.0,34,131,7,338.0,461.0,,3.28,0.0,0.0,0.0,9.0,7.0,ALL (2),,,,,,,,,,,,,
2674,Joe Mack,Whiz Kids,Purchased Contract,691788,batter,4,mia,23,,691788,Joe Mack,,,,105,70,,45,127,21,,,,,,,,,,ALL (2),408.0,22.0,2.0,0.338,0.813,0.475,58.0,9.0,3.0,179.0,194.0,0.257,C
3909,Connor Prielipp,Whiz Kids,Purchased Contract,687570,pitcher,9,min,24,142.0,687570,Connor Prielipp,24.0,1.51,82.2,94,48,37.0,31,98,7,248.0,363.0,,4.03,0.0,0.0,0.0,1.0,9.0,ALL (2),,,,,,,,,,,,,
3941,Thomas Harrington,Whiz Kids,Purchased Contract,802419,pitcher,10,pit,24,134.0,802419,Thomas Harrington,24.0,1.44,104.2,111,74,72.0,40,97,23,314.0,465.0,,6.19,1.0,0.0,0.0,7.0,10.0,ALL (2),,,,,,,,,,,,,
6578,Aidan Miller,Whiz Kids,Purchased Contract,805795,batter,2,phi,21,,805795,Aidan Miller,,,,114,82,,82,123,14,,,,,,,,,,ALL (2),432.0,27.0,2.0,0.392,0.825,0.433,42.0,59.0,15.0,162.0,187.0,0.264,SS
6580,Enrique Bradfield Jr.,Law-Abiding Citizens,Farm Contract,690961,batter,4,bal,24,,690961,Enrique Bradfield Jr.,,,,64,49,,41,66,3,,,,,,,,,,ALL (4),264.0,15.0,2.0,0.348,0.696,0.348,19.0,36.0,4.0,86.0,92.0,0.242,OF
6590,Arjun Nimmala,Whiz Kids,Development Cont.,805796,batter,3,tor,20,,805796,Arjun Nimmala,,,,106,70,,55,116,13,,,,,,,,,,A+,473.0,29.0,3.0,0.313,0.694,0.381,61.0,17.0,3.0,234.0,180.0,0.224,SS
6591,Kevin McGonigle,Whiz Kids,Purchased Contract,805808,batter,1,det,21,,805808,Kevin McGonigle,,,,101,68,,59,46,19,,,,,,,,,,ALL (3),331.0,31.0,2.0,0.408,0.991,0.583,80.0,10.0,7.0,145.0,193.0,0.305,SS
6595,Colt Emerson,Country Fried Lamb,Purchased Contract,806068,batter,1,sea,20,,806068,Colt Emerson,,,,144,82,,71,105,16,,,,,,,,,,ALL (3),506.0,28.0,6.0,0.383,0.841,0.458,78.0,14.0,5.0,225.0,232.0,0.285,SS
6596,Brice Matthews,Whiz Kids,Purchased Contract,694728,batter,1,hou,23,,694728,Brice Matthews,,,,116,76,,72,159,21,,,,,,,,,,ALL (2),461.0,18.0,7.0,0.359,0.817,0.458,73.0,42.0,11.0,214.0,211.0,0.252,SS
6696,Cole Carrigg,Whiz Kids,Purchased Contract,694249,batter,3,col,23,,694249,Cole Carrigg,,,,113,81,,45,145,15,,,,,,,,,,AA,477.0,18.0,6.0,0.316,0.71,0.394,64.0,46.0,10.0,182.0,188.0,0.237,OF
6759,Roc Riggio,Country Fried Lamb,Purchased Contract,691792,batter,10,col,23,,691792,Roc Riggio,,,,84,60,,47,83,20,,,,,,,,,,ALL (4),321.0,20.0,1.0,0.363,0.88,0.517,59.0,17.0,11.0,120.0,166.0,0.262,2B
7146,Eduardo Tait,Whiz Kids,Farm Contract,806953,batter,3,min,19,,806953,Eduardo Tait,,,,111,54,,36,99,14,,,,,,,,,,ALL (3),438.0,32.0,1.0,0.311,0.738,0.427,71.0,0.0,0.0,212.0,187.0,0.253,C
7173,Leodalis De Vries,Whiz Kids,Development Cont.,815888,batter,1,oak,19,,815888,Leo De Vries,,,,116,72,,66,107,15,,,,,,,,,,ALL (3),455.0,28.0,8.0,0.355,0.806,0.451,74.0,11.0,8.0,204.0,205.0,0.255,SS
7319,Dorian Soto,Whiz Kids,Farm Contract,829039,batter,9,bos,17,,829039,Dorian Soto,,,,51,27,,16,28,2,,,,,,,,,,ALL (2),166.0,10.0,2.0,0.362,0.79,0.428,18.0,1.0,4.0,74.0,71.0,0.307,SS
7335,Craig Yoho,Law-Abiding Citizens,Purchased Contract,684974,pitcher,16,mil,26,158.0,684974,Craig Yoho,51.0,1.12,56.1,34,14,12.0,29,67,1,169.0,232.0,,1.92,8.0,3.0,2.0,6.0,1.0,ALL (2),,,,,,,,,,,,,
7577,Griffin Burkholder,Whiz Kids,Farm Contract,816120,batter,12,phi,20,,816120,Griffin Burkholder,,,,25,16,,12,42,4,,,,,,,,,,ALL (2),127.0,10.0,1.0,0.29,0.676,0.386,13.0,1.0,0.0,63.0,49.0,0.197,OF
7605,Mike Sirota,Whiz Kids,Purchased Contract,701527,batter,5,la,22,,701527,Mike Sirota,,,,72,48,,48,59,13,,,,,,,,,,ALL (2),216.0,16.0,3.0,0.452,1.068,0.616,54.0,5.0,5.0,101.0,133.0,0.333,CF
7646,James Tibbs III,Whiz Kids,Purchased Contract,696486,batter,8,la,23,,696486,James Tibbs III,,,,111,82,,90,120,20,,,,,,,,,,ALL (3),457.0,17.0,4.0,0.373,0.802,0.429,71.0,10.0,3.0,194.0,196.0,0.243,RF
7710,Ryan Sloan,Country Fried Lamb,Purchased Contract,815549,pitcher,4,sea,19,136.0,815549,Ryan Sloan,21.0,1.16,82.0,80,40,34.0,15,90,5,246.0,333.0,,3.73,0.0,0.0,0.0,2.0,4.0,ALL (2),,,,,,,,,,,,,
7784,Yorger Bautista,Whiz Kids,Farm Contract,829045,batter,10,sea,18,,829045,Yorger Bautista,,,,43,38,,21,67,7,,,,,,,,,,ROK,193.0,8.0,3.0,0.326,0.73,0.404,25.0,10.0,0.0,99.0,78.0,0.223,OF
2017,Adam Macko,,,671936,pitcher,22,tor,25,141.0,671936,Adam Macko,23.0,1.4,81.1,75,44,43.0,39,91,6,244.0,357.0,,4.76,0.0,1.0,0.0,3.0,9.0,ALL (2),,,,,,,,,,,,,
2302,Cooper Kinney,,,695692,batter,23,tb,22,,695692,Cooper Kinney,,,,111,54,,36,125,13,,,,,,,,,,AA,458.0,21.0,3.0,0.299,0.685,0.386,62.0,0.0,1.0,210.0,177.0,0.242,2B
2332,Daniel Vazquez,,,694187,batter,16,kc,22,,694187,Daniel Vazquez,,,,116,61,,51,106,2,,,,,,,,,,ALL (3),447.0,25.0,5.0,0.333,0.684,0.351,50.0,27.0,8.0,196.0,157.0,0.26,SS
2486,Frank Mozzicato,,,700924,pitcher,22,kc,22,118.0,700924,Frank Mozzicato,24.0,1.59,93.0,73,53,52.0,75,85,12,279.0,419.0,,5.03,0.0,0.0,1.0,3.0,5.0,ALL (2),,,,,,,,,,,,,
2490,Gabriel Gonzalez,,,694224,batter,8,min,22,,694224,Gabriel Gonzalez,,,,159,75,,48,80,15,,,,,,,,,,ALL (3),483.0,38.0,3.0,0.395,0.908,0.513,66.0,8.0,3.0,238.0,248.0,0.329,RF
2542,Hunter Owen,,,694818,pitcher,27,kc,23,118.0,694818,Hunter Owen,22.0,1.33,94.2,86,49,40.0,40,107,10,284.0,413.0,,3.8,1.0,1.0,0.0,5.0,5.0,AA,,,,,,,,,,,,,
3874,Cristhian Vaquero,,,703143,batter,27,was,21,,703143,Cristhian Vaquero,,,,97,54,,46,110,8,,,,,,,,,,A,379.0,13.0,8.0,0.342,0.738,0.396,47.0,27.0,5.0,155.0,150.0,0.256,OF
2780,Joshua Baez,,,695491,batter,13,stl,22,,695491,Joshua Baez,,,,120,78,,59,103,20,,,,,,,,,,ALL (2),418.0,23.0,3.0,0.384,0.884,0.5,79.0,54.0,9.0,218.0,209.0,0.287,RF
2980,Michael Morales,,,691786,pitcher,17,sea,23,136.0,691786,Michael Morales,22.0,1.4,101.2,105,57,52.0,37,70,5,305.0,435.0,,4.6,0.0,0.0,0.0,4.0,7.0,AA,,,,,,,,,,,,,
3144,Robert Gasser,,,688107,pitcher,18,mil,26,158.0,688107,Robert Gasser,16.0,1.12,43.2,34,17,12.0,15,46,2,131.0,179.0,,2.47,0.0,0.0,0.0,3.0,4.0,ALL (4),,,,,,,,,,,,,
3262,Tanner McDougal,,,701780,pitcher,7,cws,22,145.0,701780,Tanner McDougal,28.0,1.33,113.1,102,49,41.0,49,136,7,340.0,481.0,,3.26,0.0,0.0,0.0,3.0,5.0,ALL (2),,,,,,,,,,,,,
3481,Kahlil Watson,,,696135,batter,18,cle,22,,696135,Kahlil Watson,,,,92,53,,48,119,16,,,,,,,,,,ALL (2),368.0,20.0,6.0,0.346,0.813,0.467,61.0,17.0,7.0,173.0,172.0,0.25,LF
3565,Austin Peterson,,,804926,pitcher,30,cle,26,114.0,804926,Austin Peterson,28.0,1.17,145.2,130,58,52.0,40,127,15,437.0,591.0,,3.21,0.0,0.0,0.0,8.0,6.0,ALL (2),,,,,,,,,,,,,
3566,Luis Baez,,,800232,batter,20,hou,21,,800232,Luis Baez,,,,63,29,,23,74,2,,,,,,,,,,ALL (2),254.0,14.0,2.0,0.312,0.655,0.343,28.0,7.0,1.0,128.0,87.0,0.248,OF
3570,Blaze Jordan,,,691458,batter,20,stl,23,,691458,Blaze Jordan,,,,133,80,,43,60,19,,,,,,,,,,ALL (3),493.0,28.0,2.0,0.331,0.781,0.45,99.0,5.0,1.0,234.0,222.0,0.27,1B
3596,Hao-Yu Lee,,,701678,batter,6,det,22,,701678,Hao-Yu  Lee,,,,121,81,,65,121,14,,,,,,,,,,AAA,497.0,23.0,8.0,0.342,0.748,0.406,61.0,22.0,5.0,230.0,202.0,0.243,2B
3609,Tyler Callihan,,,682997,batter,19,cin,25,,682997,Tyler Callihan,,,,28,19,,16,30,4,,,,,,,,,,ALL (2),95.0,4.0,2.0,0.396,0.901,0.505,13.0,6.0,1.0,34.0,48.0,0.295,LF
3635,Izaac Pacheco,,,691789,batter,21,det,23,,691789,Izaac Pacheco,,,,88,72,,74,123,17,,,,,,,,,,A+,341.0,25.0,3.0,0.388,0.887,0.499,68.0,0.0,0.0,185.0,170.0,0.258,SS
3636,Dylan Smith,,,681916,pitcher,20,det,25,116.0,681916,Dylan Smith,37.0,0.95,52.2,28,12,12.0,22,61,1,158.0,199.0,,2.05,3.0,4.0,0.0,5.0,1.0,ALL (5),,,,,,,,,,,,,
3663,Ben Kudrna,,,695667,pitcher,7,kc,22,118.0,695667,Ben Kudrna,24.0,1.44,105.1,102,68,62.0,50,106,10,316.0,463.0,,5.3,0.0,0.0,0.0,2.0,8.0,ALL (2),,,,,,,,,,,,,
3675,Samuel Zavala,,,694214,batter,29,cws,21,,694214,Samuel Zavala,,,,104,65,,65,104,9,,,,,,,,,,A+,409.0,17.0,2.0,0.36,0.732,0.372,51.0,18.0,8.0,162.0,152.0,0.254,CF
3676,Denzer Guzman,,,694203,batter,8,ana,21,,694203,Denzer Guzman,,,,123,69,,63,159,19,,,,,,,,,,ALL (3),507.0,31.0,1.0,0.333,0.753,0.42,77.0,14.0,3.0,245.0,213.0,0.243,SS
3679,Carlos Jorge,,,699115,batter,21,cin,22,,699115,Carlos Jorge,,,,102,66,,52,87,6,,,,,,,,,,A+,406.0,16.0,4.0,0.342,0.697,0.355,37.0,40.0,7.0,166.0,144.0,0.251,SS
3699,Dax Fulton,,,690978,pitcher,13,mia,24,146.0,690978,Dax Fulton,23.0,1.62,103.2,109,71,62.0,59,115,5,311.0,483.0,,5.38,0.0,0.0,0.0,5.0,11.0,ALL (2),,,,,,,,,,,,,
3704,Victor Mesa Jr.,,,683748,batter,21,mia,24,,683748,Victor Mesa Jr.,,,,60,27,,24,37,8,,,,,,,,,,ALL (3),221.0,12.0,1.0,0.344,0.787,0.443,39.0,4.0,1.0,94.0,98.0,0.271,CF
3722,Noah Miller,,,695653,batter,25,la,23,,695653,Noah Miller,,,,92,49,,23,69,5,,,,,,,,,,ALL (3),354.0,17.0,2.0,0.303,0.665,0.362,51.0,1.0,0.0,174.0,128.0,0.26,SS
3749,Brock Selvidge,,,691795,pitcher,10,nyy,23,147.0,691795,Brock Selvidge,19.0,1.43,82.2,74,52,43.0,44,68,6,248.0,360.0,,4.68,0.0,0.0,0.0,2.0,7.0,ALL (3),,,,,,,,,,,,,
3754,Gunnar Hoglund,,,680684,pitcher,13,oak,26,133.0,680684,Gunnar Hoglund,12.0,1.29,62.0,62,32,31.0,18,53,13,186.0,254.0,,4.5,0.0,0.0,0.0,2.0,5.0,ALL (2),,,,,,,,,,,,,
3766,Pedro Ramirez,,,699393,batter,8,chc,21,,699393,Pedro Ramirez,,,,140,70,,46,85,8,,,,,,,,,,AA,500.0,21.0,4.0,0.346,0.732,0.386,73.0,28.0,10.0,220.0,193.0,0.28,2B
3768,Griff McGarry,,,676046,pitcher,30,was,26,120.0,676046,Griff McGarry,21.0,1.22,83.2,53,39,32.0,49,124,5,251.0,353.0,,3.44,0.0,0.0,0.0,2.0,5.0,ALL (3),,,,,,,,,,,,,
3778,Anthony Solometo,,,696143,pitcher,26,pit,23,134.0,696143,Anthony Solometo,3.0,0.84,10.2,4,4,3.0,5,8,0,32.0,42.0,,2.53,0.0,0.0,0.0,1.0,0.0,ALL (2),,,,,,,,,,,,,
3793,Victor Lizarraga,,,694205,pitcher,28,sd,22,135.0,694205,Victor Lizarraga,27.0,1.63,101.1,105,72,65.0,60,92,10,304.0,462.0,,5.77,0.0,0.0,1.0,5.0,10.0,ALL (2),,,,,,,,,,,,,
3799,Jagger Haynes,,,695247,pitcher,10,sd,23,135.0,695247,Jagger Haynes,26.0,1.41,103.0,83,55,47.0,62,101,12,309.0,443.0,,4.11,0.0,0.0,0.0,3.0,4.0,AA,,,,,,,,,,,,,
